jonathanmartins,5667107,Project-Tama,jonathanmartins/Project-Tama,An android game,false,https://github.com/jonathanmartins/Project-Tama,,Java,0,0,0,2012-09-04T03:41:48Z,2012-12-13T08:24:05Z
angryzor,7578178,tamagotchi-project,angryzor/tamagotchi-project,Educational project. The objective was to make a sort of Tamagotchi running in ARMPit on the LPC-H2214 Olimex microcontroller board.,false,https://github.com/angryzor/tamagotchi-project,,Scheme,0,0,0,2013-01-12T17:24:53Z,2013-01-12T17:25:52Z
project-tamago,10582218,project-tamago.github.com,project-tamago/project-tamago.github.com,ore no bloggu,false,https://github.com/project-tamago/project-tamago.github.com,,JavaScript,0,0,0,2013-06-09T11:20:21Z,2013-06-23T16:09:28Z
